event_id,investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,weather_condition,broad_phase_of_flight,publication_date,state,year,calculated_severity,town,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured
20020917X02501,Accident,NYC82DA040,1982-02-24,"Doylestown, Pa",United States,Fatal,Substantial,Airplane,N1EJ,Cessna,310Q,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,24-02-1983,Pennsylvania,1982,Uninjured,Doylestown,0.0,0.0,0.0,2.0
20020917X01820,Accident,CHI82DA071,1982-02-24,"Bryan, Oh",United States,Fatal,Substantial,Airplane,N7812Q,Cessna,414,No,2.0,Reciprocating,Part 91: General Aviation,Ferry,VMC,Landing,24-02-1983,Ohio,1982,Uninjured,Bryan,0.0,0.0,0.0,1.0
20020917X01729,Accident,ATL82FA059,1982-02-25,"Hilton Head, Sc",United States,Fatal,Destroyed,Airplane,CGMYL,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Cruise,25-02-1983,South Carolina,1982,Fatal,Hilton Head,4.0,0.0,0.0,0.0
20020917X02586,Accident,SEA82DA030,1982-02-25,"Jerome, Id",United States,Fatal,Substantial,Airplane,N3561G,Piper,Pa-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,25-02-1983,Idaho,1982,Uninjured,Jerome,0.0,0.0,0.0,2.0
20020917X02030,Accident,FTW82DA080,1982-02-25,"Eunice, La",United States,Fatal,Substantial,Airplane,N100CA,Cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,Executive/corporate,VMC,Landing,25-02-1983,Louisiana,1982,Uninjured,Eunice,0.0,0.0,0.0,3.0
20020917X01823,Accident,CHI82DA075,1982-02-25,"Aitkin, Mn",United States,Fatal,Substantial,Airplane,N2396Z,Beech,23,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,25-02-1983,Minnesota,1982,Uninjured,Aitkin,0.0,0.0,0.0,2.0
20020917X02145,Accident,FTW82FRG25,1982-02-25,"Del Rio, Tx",United States,Fatal,Substantial,Airplane,XAIJI,Piper,Pa-23,No,2.0,Reciprocating,Unknown,Unknown,VMC,Landing,25-02-1983,Texas,1982,Uninjured,Del Rio,0.0,0.0,0.0,5.0
20020917X02112,Accident,FTW82FPA11,1982-02-25,"Dallas, Tx",United States,Fatal,Substantial,Airplane,N8517Z,Beech,D18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Approach,25-02-1983,Texas,1982,Uninjured,Dallas,0.0,0.0,0.0,1.0
20020917X01770,Incident,ATL82IA060,1982-02-26,"Atlanta, Ga",United States,Incident,Minor,Airplane,N10AY,Beech,B90,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,IMC,Landing,26-02-1983,Georgia,1982,Uninjured,Atlanta,0.0,0.0,0.0,3.0
20020917X02445,Accident,MKC82DA040,1982-02-26,"Mcpherson, Ks",United States,Fatal,Substantial,Airplane,N757PF,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,26-02-1983,Kansas,1982,Uninjured,Mcpherson,0.0,0.0,0.0,1.0
20020917X01821,Accident,CHI82DA073,1982-02-26,"Manchester, Mi",United States,Fatal,Substantial,Airplane,N9101U,Cessna,150,Yes,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,26-02-1983,Michigan,1982,Uninjured,Manchester,0.0,0.0,0.0,1.0
20020917X01630,Accident,ANC82DA021,1982-02-26,"Bethel, Ak",United States,Fatal,Substantial,Airplane,N3404A,Piper,Pa-20,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,26-02-1983,Alaska,1982,Uninjured,Bethel,0.0,0.0,0.0,2.0
20020917X02299,Accident,LAX82FUJ29,1982-02-26,"Eloy, Az",United States,Fatal,Substantial,Airplane,N8588T,Cessna,182C,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Approach,26-02-1983,Arizona,1982,Minor,Eloy,0.0,0.0,1.0,0.0
20020917X02354,Accident,MIA82DA058,1982-02-27,"Miami Beach, Fl",United States,Fatal,Destroyed,Airplane,N24542,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,27-02-1983,Florida,1982,Uninjured,Miami Beach,0.0,0.0,0.0,1.0
20020917X02314,Accident,LAX82FVA13,1982-02-27,"Lemoore, Ca",United States,Fatal,Destroyed,Airplane,N1410Z,Beech,T-34B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,27-02-1983,California,1982,Fatal,Lemoore,1.0,0.0,0.0,0.0
20020917X02540,Accident,NYC82FA041,1982-02-27,"Erwinna, Pa",United States,Fatal,Substantial,Airplane,N3318J,Cessna,150G,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,27-02-1983,Pennsylvania,1982,Serious,Erwinna,0.0,1.0,0.0,0.0
20020917X02492,Accident,NYC82DA030,1982-02-27,"Easton, Pa",United States,Fatal,Substantial,Airplane,N9344T,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,27-02-1983,Pennsylvania,1982,Uninjured,Easton,0.0,0.0,0.0,2.0
20020917X02356,Accident,MIA82DA060,1982-02-27,"New Port Richey, Fl",United States,Fatal,Substantial,Airplane,N3406C,Cessna,170,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,27-02-1983,Florida,1982,Minor,New Port Richey,0.0,0.0,1.0,0.0
20020917X02323,Accident,LAX82FVG18,1982-02-27,"Sacramento, Ca",United States,Fatal,Substantial,Airplane,N14MC,Cessna,320C,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,27-02-1983,California,1982,Uninjured,Sacramento,0.0,0.0,0.0,3.0
20020917X02022,Accident,FTW82DA072,1982-02-27,"Clovis, Nm",United States,Fatal,Substantial,Airplane,N761PK,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,27-02-1983,New Mexico,1982,Uninjured,Clovis,0.0,0.0,0.0,2.0
20020917X01822,Accident,CHI82DA074,1982-02-27,"Williamsburg, Mi",United States,Fatal,Substantial,Airplane,N47559,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,27-02-1983,Michigan,1982,Uninjured,Williamsburg,0.0,0.0,0.0,2.0
20020917X02273,Accident,LAX82FA088,1982-02-28,"Verdi, Nv",United States,Fatal,Destroyed,Airplane,N93338,Cessna,T21Ol,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,28-02-1983,Nevada,1982,Fatal,Verdi,6.0,0.0,0.0,0.0
20020917X01731,Accident,ATL82FA066,1982-02-28,"Bradley, Sc",United States,Fatal,Destroyed,Airplane,N38540,Piper,Pa-32-260,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,28-02-1983,South Carolina,1982,Fatal,Bradley,4.0,0.0,0.0,0.0
20020917X02587,Accident,SEA82DA031,1982-02-28,"Redmond, Wa",United States,Fatal,Substantial,Airplane,N4787E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,28-02-1983,Washington,1982,Uninjured,Redmond,0.0,0.0,0.0,2.0
20020917X02357,Accident,MIA82DA061,1982-02-28,"Lake City, Fl",United States,Fatal,Substantial,Airplane,N1026M,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,28-02-1983,Florida,1982,Uninjured,Lake City,0.0,0.0,0.0,2.0
20020917X02180,Accident,LAX82DA087,1982-02-28,"Yerington, Nv",United States,Fatal,Substantial,Airplane,N23209,Piper,J3-F65,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,28-02-1983,Nevada,1982,Minor,Yerington,0.0,0.0,1.0,1.0
20020917X02094,Accident,FTW82DPM10,1982-02-28,"Wagoner, Ok",United States,Fatal,Substantial,Airplane,N9688A,Cessna,140A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,28-02-1983,Oklahoma,1982,Serious,Wagoner,0.0,1.0,0.0,0.0
20020917X02027,Accident,FTW82DA077,1982-02-28,"Arkadelphia, Ar",United States,Fatal,Substantial,Airplane,N4912H,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,28-02-1983,Arkansas,1982,Uninjured,Arkadelphia,0.0,0.0,0.0,2.0
20020917X02023,Accident,FTW82DA073,1982-02-28,"Dallas, Tx",United States,Fatal,Substantial,Helicopter,N1773,Bell,47G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,28-02-1983,Texas,1982,Uninjured,Dallas,0.0,0.0,0.0,1.0
20020917X02199,Accident,LAX82DA112,1982-03-01,"Glendale, Az",United States,Fatal,Substantial,Airplane,N2524U,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Taxi,01-03-1983,Arizona,1982,Uninjured,Glendale,0.0,0.0,0.0,2.0
20020917X02058,Accident,FTW82DA115,1982-03-01,"Big Spring, Tx",United States,Fatal,Substantial,Airplane,N8832L,Piper,Pa-25-235C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,01-03-1983,Texas,1982,Uninjured,Big Spring,0.0,0.0,0.0,1.0
20020917X02024,Accident,FTW82DA074,1982-03-01,"Temple, Tx",United States,Fatal,Substantial,Airplane,N2395L,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,01-03-1983,Texas,1982,Uninjured,Temple,0.0,0.0,0.0,1.0
20020917X01930,Accident,DEN82DA037,1982-03-01,"Alma, Co",United States,Fatal,Substantial,Helicopter,N580P,Bell,206B Iii,No,1.0,Turbo Shaft,Part 91: General Aviation,Business,VMC,Cruise,01-03-1983,Colorado,1982,Uninjured,Alma,0.0,0.0,0.0,2.0
20020917X02029,Accident,FTW82DA079,1982-03-01,"Noack, Tx",United States,Fatal,Substantial,Airplane,N5131U,Cessna,U206,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Cruise,01-03-1983,Texas,1982,Uninjured,Noack,0.0,0.0,0.0,2.0
20020917X02550,Accident,NYC82FGT08,1982-03-02,"Scotland, Pa",United States,Fatal,Destroyed,Airplane,N7378L,Cessna,A152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,02-03-1983,Pennsylvania,1982,Fatal,Scotland,2.0,0.0,0.0,0.0
20020917X02504,Accident,NYC82DA044,1982-03-02,"Smithfield, Ri",United States,Fatal,Substantial,Airplane,N1837R,Cessna,182Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,02-03-1983,Rhode Island,1982,Uninjured,Smithfield,0.0,0.0,0.0,4.0
20020917X02287,Accident,LAX82FUA12,1982-03-02,"Corona Del Mar, Ca",United States,Fatal,Substantial,Airplane,N1418G,Beech,35-B33,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,02-03-1983,California,1982,Uninjured,Corona Del Mar,0.0,0.0,1.0,3.0
20020917X02184,Accident,LAX82DA092,1982-03-02,"Chandler, Az",United States,Fatal,Substantial,Airplane,N38857,Piper,J3F-65,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,02-03-1983,Arizona,1982,Minor,Chandler,0.0,0.0,2.0,0.0
20020917X01675,Accident,ATL82DA064,1982-03-02,"Belton, Ky",United States,Fatal,Substantial,Airplane,N6318Q,Mooney,M20F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,02-03-1983,Kentucky,1982,Uninjured,Belton,0.0,0.0,0.0,1.0
20020917X01632,Accident,ANC82DA023,1982-03-02,"Near Gulkana, Ak",United States,Fatal,Substantial,Airplane,N8293C,Piper,Pa-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Other,02-03-1983,Alaska,1982,Uninjured,Near Gulkana,0.0,0.0,0.0,2.0
20020917X02025,Accident,FTW82DA075,1982-03-02,High Island Blk,HIGH ISLAND,Fatal,Destroyed,Helicopter,N63AL,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Unknown,VMC,Approach,02-03-1983,HIGH ISLAND BLK,1982,Fatal,High Island Blk,2.0,0.0,0.0,0.0
20020917X02358,Accident,MIA82DA062,1982-03-02,Huma Cao,United States,Fatal,Destroyed,Airplane,N2741J,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,02-03-1983,HUMA CAO,1982,Fatal,Huma Cao,1.0,0.0,0.0,0.0
20020917X02502,Accident,NYC82DA042,1982-03-03,"Palmer, Ma",United States,Fatal,Substantial,Airplane,N9678B,Cessna,172Rg,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Takeoff,03-03-1983,Massachusetts,1982,Uninjured,Palmer,0.0,0.0,0.0,2.0
20020917X02031,Accident,FTW82DA081,1982-03-03,"Deleon, Tx",United States,Fatal,Substantial,Airplane,N731EZ,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,03-03-1983,Texas,1982,Minor,Deleon,0.0,0.0,4.0,0.0
20020917X01631,Accident,ANC82DA022,1982-03-03,"Poorman, Ak",United States,Fatal,Substantial,Airplane,N8177A,Cessna,170,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,03-03-1983,Alaska,1982,Uninjured,Poorman,0.0,0.0,0.0,1.0
20020917X02037,Accident,FTW82DA087,1982-03-03,"Crownpoint, Nm",United States,Fatal,Substantial,Airplane,N55550,Piper,Pa-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Landing,03-03-1983,New Mexico,1982,Uninjured,Crownpoint,0.0,0.0,0.0,3.0
20020917X02183,Accident,LAX82DA091,1982-03-04,"La Jolla, Ca",United States,Fatal,Destroyed,Airplane,N180L,Beech,B35,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,04-03-1983,California,1982,Uninjured,La Jolla,0.0,0.0,0.0,1.0
20020917X02132,Accident,FTW82FQG15,1982-03-04,"Floydada, Tx",United States,Fatal,Destroyed,Airplane,N2394Y,Piper,Pa-36,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,04-03-1983,Texas,1982,Fatal,Floydada,1.0,0.0,0.0,0.0
20020917X01969,Accident,DEN82FA038,1982-03-04,"3Nm East Of Mar, Ut",United States,Fatal,Destroyed,Airplane,N3963F,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,04-03-1983,Utah,1982,Fatal,3Nm East Of Mar,3.0,0.0,0.0,0.0
20020917X02369,Accident,MIA82DA081,1982-03-04,"Brooksville, Fl",United States,Fatal,Substantial,Airplane,N25853,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,04-03-1983,Florida,1982,Uninjured,Brooksville,0.0,0.0,0.0,1.0
20020917X02359,Accident,MIA82DA063,1982-03-04,"Key West, Fl",United States,Fatal,Substantial,Airplane,N6958L,Cessna,310K,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,04-03-1983,Florida,1982,Uninjured,Key West,0.0,0.0,0.0,1.0
20020917X01970,Accident,DEN82FA039,1982-03-04,"Aspen, Co",United States,Fatal,Substantial,Airplane,N5755Q,Mooney,M20E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,04-03-1983,Colorado,1982,Fatal,Aspen,1.0,0.0,1.0,0.0
20020917X01826,Accident,CHI82DA078,1982-03-04,"Valparaiso, In",United States,Fatal,Substantial,Airplane,N34EE,Piper,Pa-30,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Approach,04-03-1983,Indiana,1982,Uninjured,Valparaiso,0.0,0.0,0.0,2.0
20020917X02150,Accident,FTW82FRJ09,1982-03-05,"Farmerville, La",United States,Fatal,Destroyed,Airplane,N70541,Cessna,182L,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Cruise,05-03-1983,Louisiana,1982,Serious,Farmerville,0.0,2.0,0.0,0.0
20020917X02503,Accident,NYC82DA043,1982-03-05,"Manchester, Nh",United States,Fatal,Substantial,Airplane,N6135S,Beech,C-24R,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,05-03-1983,New Hampshire,1982,Uninjured,Manchester,0.0,0.0,0.0,1.0
20020917X02185,Accident,LAX82DA093,1982-03-05,"Mesa, Az",United States,Fatal,Substantial,Airplane,N5KH,Cessna,P337H,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,05-03-1983,Arizona,1982,Uninjured,Mesa,0.0,0.0,0.0,2.0
20020917X02033,Accident,FTW82DA083,1982-03-05,"Hot Springs, Ar",United States,Fatal,Substantial,Airplane,N18320,Beech,B58,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,05-03-1983,Arkansas,1982,Uninjured,Hot Springs,0.0,0.0,0.0,1.0
20020917X01830,Accident,CHI82DA083,1982-03-05,"Milwaukee, Wi",United States,Fatal,Substantial,Airplane,N6125B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,05-03-1983,Wisconsin,1982,Uninjured,Milwaukee,0.0,0.0,0.0,1.0
20020917X01633,Accident,ANC82DA024,1982-03-05,"Anchorage, Ak",United States,Fatal,Substantial,Airplane,N25759,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,05-03-1983,Alaska,1982,Uninjured,Anchorage,0.0,0.0,0.0,2.0
20020917X02405,Accident,MIA82FA064,1982-03-06,"Summerland, Fl",United States,Fatal,Destroyed,Airplane,N1145P,Piper,Pa-23,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,06-03-1983,Florida,1982,Uninjured,Summerland,0.0,0.0,0.0,1.0
20020917X01983,Accident,DEN82FTE17,1982-03-06,"Boulder, Co",United States,Fatal,Destroyed,Airplane,N4899F,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,06-03-1983,Colorado,1982,Serious,Boulder,0.0,2.0,0.0,0.0
20020917X02590,Accident,SEA82DA035,1982-03-06,"Creswell, Or",United States,Fatal,Substantial,Airplane,N58754,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,06-03-1983,Oregon,1982,Uninjured,Creswell,0.0,0.0,0.0,1.0
20020917X02505,Accident,NYC82DA045,1982-03-06,"White Plains, Ny",United States,Fatal,Substantial,Airplane,N4088H,Mooney,M20K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,06-03-1983,New York,1982,Uninjured,White Plains,0.0,0.0,0.0,2.0
20020917X02189,Accident,LAX82DA097A,1982-03-06,"Half Moon Bay, Ca",United States,Fatal,Substantial,Airplane,N5678E,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,06-03-1983,California,1982,Uninjured,Half Moon Bay,0.0,0.0,0.0,3.0
20020917X02187,Accident,LAX82DA095,1982-03-06,"Mammoth, Az",United States,Fatal,Substantial,Airplane,N734GH,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,UNK,Descent,06-03-1983,Arizona,1982,Uninjured,Mammoth,0.0,0.0,0.0,1.0
20020917X01836,Accident,CHI82DA089,1982-03-06,"Freemont, Mi",United States,Fatal,Substantial,Airplane,N7661Q,Cessna,310,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,06-03-1983,Michigan,1982,Uninjured,Freemont,0.0,0.0,0.0,2.0
20020917X01730,Accident,ATL82FA065,1982-03-06,"Taylorville, Nc",United States,Fatal,Substantial,Airplane,N9783J,Piper,Pa-28-180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,06-03-1983,North Carolina,1982,Serious,Taylorville,1.0,2.0,0.0,0.0
20020917X02191,Accident,LAX82DA099,1982-03-06,"Woodland, Ca",United States,Fatal,Substantial,Airplane,N3427U,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Descent,06-03-1983,California,1982,Uninjured,Woodland,0.0,0.0,0.0,1.0
20020917X02035,Accident,FTW82DA085,1982-03-07,"Houston, Tx",United States,Fatal,Destroyed,Airplane,N1117U,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,07-03-1983,Texas,1982,Uninjured,Houston,0.0,0.0,0.0,3.0
20020917X02588,Accident,SEA82DA033,1982-03-07,"Plush, Or",United States,Fatal,Substantial,Airplane,N6247R,Cessna,172Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,07-03-1983,Oregon,1982,Uninjured,Plush,0.0,0.0,0.0,3.0
20020917X02045,Accident,FTW82DA097,1982-03-07,"Tyler, Tx",United States,Fatal,Substantial,Airplane,N777BZ,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,07-03-1983,Texas,1982,Uninjured,Tyler,0.0,0.0,0.0,2.0
20020917X01755,Accident,ATL82FKW05,1982-03-07,"Kingston, Tn",United States,Fatal,Substantial,Airplane,N2150Q,Cessna,177Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,07-03-1983,Tennessee,1982,Serious,Kingston,0.0,1.0,0.0,0.0
20020917X01931,Accident,DEN82DA040,1982-03-07,"Trenton, Nd",United States,Fatal,Substantial,Helicopter,N16867,Bell,206B Iii,No,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,Unknown,VMC,Maneuvering,07-03-1983,North Dakota,1982,Serious,Trenton,0.0,1.0,0.0,0.0
20020917X02506,Accident,NYC82DA046,1982-03-08,"Block Island, Ri",United States,Fatal,Destroyed,Airplane,N9374J,Cessna,T188C,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,VMC,Cruise,08-03-1983,Rhode Island,1982,Uninjured,Block Island,0.0,0.0,0.0,1.0
20020917X02419,Incident,MIA82IA066,1982-03-08,"Near Melbourne, Fl",United States,Incident,Minor,Airplane,N3505Q,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Climb,08-03-1983,Florida,1982,Uninjured,Near Melbourne,0.0,0.0,0.0,1.0
20020917X02308,Accident,LAX82FUQ10,1982-03-08,"Captinteria, Ca",United States,Fatal,Destroyed,Airplane,N7497J,Piper,Pa-28R-180,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Climb,08-03-1983,California,1982,Serious,Captinteria,0.0,1.0,0.0,0.0
20020917X01986,Accident,DEN82FTI11,1982-03-08,"Livingstone, Mt",United States,Fatal,Destroyed,Airplane,N4681T,Cessna,Tr182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,08-03-1983,Montana,1982,Fatal,Livingstone,1.0,0.0,0.0,0.0
20020917X01828,Accident,CHI82DA080,1982-03-08,"Charlestown, In",United States,Fatal,Substantial,Airplane,N66252,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,08-03-1983,Indiana,1982,Uninjured,Charlestown,0.0,0.0,0.0,1.0
20020917X01677,Accident,ATL82DA067,1982-03-08,"Murfreesboro, Tn",United States,Fatal,Substantial,Airplane,N75029,Piper,Pa-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,08-03-1983,Tennessee,1982,Uninjured,Murfreesboro,0.0,0.0,0.0,2.0
20020917X02144,Accident,FTW82FRG24,1982-03-08,"Charlotte, Tx",United States,Fatal,Substantial,Airplane,N700W,Beech,E18S,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,UNK,Takeoff,08-03-1983,Texas,1982,Minor,Charlotte,0.0,0.0,1.0,0.0
20020917X01829,Accident,CHI82DA081,1982-03-08,"Grand Marais, Mn",United States,Fatal,Substantial,Airplane,N6625Y,Piper,Pa-23 250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Approach,08-03-1983,Minnesota,1982,Uninjured,Grand Marais,0.0,0.0,0.0,3.0
20020917X02507,Accident,NYC82DA047,1982-03-09,"Jaffrey, Nh",United States,Fatal,Substantial,Airplane,N9256C,Piper,Pa-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Takeoff,09-03-1983,New Hampshire,1982,Uninjured,Jaffrey,0.0,0.0,0.0,2.0
20020917X02194,Accident,LAX82DA102,1982-03-09,"San Carlos, Ca",United States,Fatal,Substantial,Airplane,N3564E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,09-03-1983,California,1982,Uninjured,San Carlos,0.0,0.0,0.0,2.0
20020917X02193,Accident,LAX82DA101,1982-03-09,"Taft, Ca",United States,Fatal,Substantial,Airplane,N7266R,Beech,V35B,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Maneuvering,09-03-1983,California,1982,Uninjured,Taft,0.0,0.0,0.0,1.0
20020917X01745,Accident,ATL82FKG09,1982-03-09,"Near Commerce, Ga",United States,Fatal,Substantial,Airplane,N3909Y,Cessna,210D,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Cruise,09-03-1983,Georgia,1982,Fatal,Near Commerce,1.0,1.0,0.0,0.0
20020917X02124,Accident,FTW82FPM11,1982-03-10,"Heavener, Ok",United States,Fatal,Destroyed,Airplane,N739MG,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Cruise,10-03-1983,Oklahoma,1982,Fatal,Heavener,2.0,0.0,0.0,0.0
20020917X02508,Accident,NYC82DA048,1982-03-10,"Pittstown, Nj",United States,Fatal,Substantial,Airplane,N8787F,Piper,Pa-28-151,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,10-03-1983,New Jersey,1982,Uninjured,Pittstown,0.0,0.0,0.0,1.0
20020917X02447,Accident,MKC82DA043,1982-03-10,"Lee'S Summit, Mo",United States,Fatal,Substantial,Airplane,N45078,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,10-03-1983,Missouri,1982,Uninjured,Lee'S Summit,0.0,0.0,0.0,1.0
