event_id,investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,weather_condition,broad_phase_of_flight,publication_date,state,year,calculated_severity,town,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured
20020917X03389,Accident,FTW82DA315,1982-08-06,"Springdale, Ar",United States,Fatal,Substantial,Airplane,N7176R,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,06-08-1983,Arkansas,1982,Uninjured,Springdale,0.0,0.0,0.0,3.0
20020917X03176,Accident,DEN82DA157A,1982-08-06,"Grafton, Nd",United States,Fatal,Substantial,Airplane,N8909V,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,06-08-1983,North Dakota,1982,Uninjured,Grafton,0.0,0.0,0.0,3.0
20020917X03033,Accident,CHI82DA310,1982-08-06,"Dixon, Il",United States,Fatal,Substantial,Airplane,N195SB,Cessna,195A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,06-08-1983,Illinois,1982,Uninjured,Dixon,0.0,0.0,0.0,3.0
20020917X02804,Accident,ATL82DA230,1982-08-06,"Opp, Al",United States,Fatal,Substantial,Airplane,N6637Q,Grumman,G164B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Landing,06-08-1983,Alabama,1982,Uninjured,Opp,0.0,0.0,0.0,1.0
20020917X02641,Accident,ANC82DA045,1982-08-06,"Near Anchorage, Ak",United States,Fatal,Substantial,Airplane,N251T,Piper,Pa-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,06-08-1983,Alaska,1982,Minor,Near Anchorage,0.0,0.0,1.0,1.0
20020917X04165,Accident,SEA82FYA09,1982-08-07,"Ketchum, Id",United States,Fatal,Destroyed,Airplane,N736VC,Cessna,R172K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,07-08-1983,Idaho,1982,Fatal,Ketchum,2.0,0.0,0.0,0.0
20020917X03986,Accident,NYC82DA185,1982-08-07,"Wiscasset, Me",United States,Fatal,Substantial,Airplane,N8476B,Grumman,Aa-5A,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,07-08-1983,Maine,1982,Uninjured,Wiscasset,0.0,0.0,0.0,2.0
20020917X03769,Accident,MIA82DA164,1982-08-07,"Vero Beach, Fl",United States,Fatal,Substantial,Airplane,N2406D,Piper,Pa-38,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,07-08-1983,Florida,1982,Uninjured,Vero Beach,0.0,0.0,0.0,2.0
20020917X04138,Accident,SEA82DA138,1982-08-08,"Forks, Wa",United States,Fatal,Destroyed,Airplane,N9368U,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Descent,08-08-1983,Washington,1982,Minor,Forks,0.0,0.0,1.0,0.0
20020917X03897,Incident,MKC82IA138,1982-08-08,"Wilsonville, Ne",United States,Incident,Minor,Airplane,N7043Z,Piper,Pa-25-235,No,1.0,Reciprocating,Part 91: General Aviation,Aerial Application,VMC,Maneuvering,08-08-1983,Nebraska,1982,Minor,Wilsonville,0.0,0.0,1.0,0.0
20020917X03690,Accident,LAX82FA294,1982-08-08,"Corcoran, Ca",United States,Fatal,Destroyed,Airplane,N47489,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,08-08-1983,California,1982,Fatal,Corcoran,2.0,0.0,0.0,0.0
20020917X03689,Accident,LAX82FA291,1982-08-08,"Weaverville, Ca",United States,Fatal,Destroyed,Airplane,N48754,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Go-around,08-08-1983,California,1982,Fatal,Weaverville,1.0,0.0,0.0,0.0
20020917X03601,Accident,LAX82DA292,1982-08-08,"Hanapepe, Hi",United States,Fatal,Destroyed,Airplane,N7014G,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,08-08-1983,Hawaii,1982,Minor,Hanapepe,0.0,0.0,2.0,1.0
20020917X03504,Accident,FTW82FRG39,1982-08-08,"Bandera, Tx",United States,Fatal,Destroyed,Airplane,N148AF,Piper,Pa-23-250,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Cruise,08-08-1983,Texas,1982,Fatal,Bandera,1.0,0.0,0.0,0.0
20020917X03468,Accident,FTW82FPJ19,1982-08-08,"Overbrook, Ok",United States,Fatal,Destroyed,Airplane,N46172,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,Oklahoma,1982,Serious,Overbrook,0.0,3.0,0.0,1.0
20020917X03397,Accident,FTW82DA323,1982-08-08,"Grand Isle, La",United States,Fatal,Destroyed,Helicopter,N59504,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Unknown,VMC,Landing,08-08-1983,Louisiana,1982,Serious,Grand Isle,0.0,1.0,0.0,0.0
20020917X03218,Accident,DEN82FTC09,1982-08-08,"Kaycee, Wy",United States,Fatal,Destroyed,Helicopter,N8529F,Bell,47G-3B-L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,Wyoming,1982,Fatal,Kaycee,1.0,0.0,0.0,0.0
20020917X04069,Accident,NYC83LA017,1982-08-08,"Burlington, Ct",United States,Fatal,Substantial,Airplane,N1836A,Piper,Pa-20,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,Connecticut,1982,Uninjured,Burlington,0.0,0.0,0.0,3.0
20020917X04009,Accident,NYC82DA232,1982-08-08,"Lake George, Ny",United States,Fatal,Substantial,Airplane,N1344Q,Cessna,185F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,08-08-1983,New York,1982,Uninjured,Lake George,0.0,0.0,0.0,4.0
20020917X03989,Accident,NYC82DA189,1982-08-08,"Wellesley, Ma",United States,Fatal,Substantial,Airplane,N4463M,Piper,Pa-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,08-08-1983,Massachusetts,1982,Uninjured,Wellesley,0.0,0.0,0.0,2.0
20020917X03987,Accident,NYC82DA186,1982-08-08,"Barnstead, Nh",United States,Fatal,Substantial,Airplane,N3627Z,Piper,Pa-22-160,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,New Hampshire,1982,Uninjured,Barnstead,0.0,0.0,0.0,2.0
20020917X03852,Accident,MKC82DA140,1982-08-08,"Stockton, Ks",United States,Fatal,Substantial,Airplane,N53227,Cessna,188,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,UNK,Maneuvering,08-08-1983,Kansas,1982,Uninjured,Stockton,0.0,0.0,0.0,1.0
20020917X03770,Accident,MIA82DA165,1982-08-08,"Cedar Key, Fl",United States,Fatal,Substantial,Airplane,N8876E,Piper,Pa 28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,08-08-1983,Florida,1982,Uninjured,Cedar Key,0.0,0.0,0.0,2.0
20020917X03394,Accident,FTW82DA320,1982-08-08,"No. Richland Hi, Tx",United States,Fatal,Substantial,Airplane,N201BQ,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,08-08-1983,Texas,1982,Uninjured,No. Richland Hi,0.0,0.0,0.0,4.0
20020917X03175,Accident,DEN82DA156,1982-08-08,"Fairburn, Sd",United States,Fatal,Substantial,Airplane,N19889,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,South Dakota,1982,Uninjured,Fairburn,0.0,0.0,0.0,4.0
20020917X02806,Accident,ATL82DA232,1982-08-08,"Horrell Hill, Sc",United States,Fatal,Substantial,Airplane,N18019,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,08-08-1983,South Carolina,1982,Uninjured,Horrell Hill,0.0,0.0,0.0,1.0
20020917X04027,Accident,NYC82FA188,1982-08-09,"Danbury, Ct",United States,Fatal,Destroyed,Airplane,N98841,Cessna,310R,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,09-08-1983,Connecticut,1982,Fatal,Danbury,1.0,0.0,0.0,0.0
20020917X03396,Accident,FTW82DA322,1982-08-09,"Altheimer, Ar",United States,Fatal,Destroyed,Airplane,N2881J,Cessna,T188C,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,09-08-1983,Arkansas,1982,Uninjured,Altheimer,0.0,0.0,0.0,1.0
20020917X03855,Accident,MKC82DA144,1982-08-09,"Springfield, Mo",United States,Fatal,Substantial,Airplane,N7904C,Piper,Pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,09-08-1983,Missouri,1982,Uninjured,Springfield,0.0,0.0,0.0,2.0
20020917X03853,Accident,MKC82DA141,1982-08-09,"West Plains, Mo",United States,Fatal,Substantial,Airplane,N2319V,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,09-08-1983,Missouri,1982,Minor,West Plains,0.0,0.0,1.0,0.0
20020917X03851,Accident,MKC82DA139,1982-08-09,"Scottsbluff, Ne",United States,Fatal,Substantial,Airplane,N1970A,Piper,Pa-20,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,09-08-1983,Nebraska,1982,Uninjured,Scottsbluff,0.0,0.0,0.0,2.0
20020917X03395,Accident,FTW82DA321,1982-08-09,"Iredell, Tx",United States,Fatal,Substantial,Airplane,N6279M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,09-08-1983,Texas,1982,Uninjured,Iredell,0.0,0.0,0.0,1.0
20020917X03179,Accident,DEN82DA160,1982-08-09,"Bountiful, Ut",United States,Fatal,Substantial,Airplane,N6771C,Cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,09-08-1983,Utah,1982,Uninjured,Bountiful,0.0,0.0,0.0,1.0
20020917X03177,Accident,DEN82DA158,1982-08-09,"Avondale, Co",United States,Fatal,Substantial,Airplane,N757ES,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,09-08-1983,Colorado,1982,Uninjured,Avondale,0.0,0.0,0.0,2.0
20020917X02879,Accident,ATL82FKW09,1982-08-09,"Lafayette, Tn",United States,Fatal,Substantial,Airplane,N5628L,Grumman,Aa-1,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,09-08-1983,Tennessee,1982,Fatal,Lafayette,1.0,0.0,0.0,0.0
20020917X03990,Accident,NYC82DA190B,1982-08-10,"Lebanon, Nh",United States,Fatal,Minor,Airplane,N5037D,Cessna,182A,Yes,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,10-08-1983,New Hampshire,1982,Uninjured,Lebanon,0.0,0.0,0.0,3.0
20020917X03990,Accident,NYC82DA190A,1982-08-10,"Lebanon, Nh",United States,Fatal,Substantial,Airplane,N89255,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,10-08-1983,New Hampshire,1982,Uninjured,Lebanon,0.0,0.0,0.0,3.0
20020917X03772,Accident,MIA82DA169,1982-08-10,"Moore Haven, Fl",United States,Fatal,Substantial,Airplane,N68266,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Cruise,10-08-1983,Florida,1982,Uninjured,Moore Haven,0.0,0.0,0.0,1.0
20020917X03420,Accident,FTW82DA349,1982-08-10,"Antoine, Ar",United States,Fatal,Substantial,Airplane,N75548,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,10-08-1983,Arkansas,1982,Uninjured,Antoine,0.0,0.0,0.0,2.0
20020917X03721,Accident,LAX82FVG30,1982-08-10,"Malin, Ok",United States,Fatal,Substantial,Airplane,N9925P,Piper,Pa-36-285,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Takeoff,10-08-1983,Oklahoma,1982,Serious,Malin,0.0,1.0,0.0,0.0
20020917X03602,Accident,LAX82DA293,1982-08-10,"Payson, Az",United States,Fatal,Substantial,Airplane,N235J,Beech,E55,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Approach,10-08-1983,Arizona,1982,Minor,Payson,0.0,0.0,1.0,0.0
20020917X03771,Accident,MIA82DA167,1982-08-11,"Miami, Fl",United States,Fatal,Destroyed,Helicopter,N7891S,Bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,Instructional,VMC,Maneuvering,11-08-1983,Florida,1982,Minor,Miami,0.0,0.0,1.0,1.0
20020917X03597,Accident,LAX82DA285,1982-08-11,"Lake Berryessa, Ca",United States,Fatal,Substantial,Airplane,N63822,Piper,Pa-18,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,11-08-1983,California,1982,Uninjured,Lake Berryessa,0.0,0.0,0.0,1.0
20020917X03414,Accident,FTW82DA341,1982-08-11,"Monahans, Tx",United States,Fatal,Substantial,Airplane,N450HS,Boeing,E75,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,11-08-1983,Texas,1982,Uninjured,Monahans,0.0,0.0,0.0,1.0
20020917X03398,Accident,FTW82DA324,1982-08-11,"Des Arc, Ar",United States,Fatal,Substantial,Airplane,N4952Y,Piper,Pa-25-260C,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,11-08-1983,Arkansas,1982,Uninjured,Des Arc,0.0,0.0,0.0,1.0
20020917X04028,Accident,NYC82FA193,1982-08-11,"Porter, Me",United States,Fatal,Substantial,Airplane,N2800T,Cessna,180H,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,11-08-1983,Maine,1982,Fatal,Porter,2.0,1.0,2.0,0.0
20020917X03399,Accident,FTW82DA325,1982-08-11,"Sandia, Tx",United States,Fatal,Substantial,Airplane,N7651T,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Landing,11-08-1983,Texas,1982,Uninjured,Sandia,0.0,0.0,0.0,2.0
20020917X04160,Accident,SEA82FA142,1982-08-12,"Shelton, Wa",United States,Fatal,Destroyed,Airplane,N9732K,Piper,Pa32-300,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Climb,12-08-1983,Washington,1982,Fatal,Shelton,1.0,0.0,0.0,0.0
20020917X03898,Incident,MKC82IA143,1982-08-12,"North Platte, Ne",United States,Incident,Minor,Airplane,N7345F,Boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,Unknown,IMC,Approach,12-08-1983,Nebraska,1982,Minor,North Platte,0.0,0.0,33.0,0.0
20020917X03856,Accident,MKC82DA145,1982-08-12,"Conway Springs, Ks",United States,Fatal,Destroyed,Airplane,N61142,Cessna,150J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,12-08-1983,Kansas,1982,Uninjured,Conway Springs,0.0,0.0,0.0,1.0
20020917X03854,Accident,MKC82DA142,1982-08-12,"Lees Summit, Mo",United States,Fatal,Destroyed,Airplane,N3331S,Cessna,210J,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,VMC,Approach,12-08-1983,Missouri,1982,Fatal,Lees Summit,2.0,0.0,0.0,0.0
20020917X03470,Accident,FTW82FPM15,1982-08-12,"Tulsa, Ok",United States,Fatal,Destroyed,Airplane,N4800Y,Beech,H35,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,12-08-1983,Oklahoma,1982,Fatal,Tulsa,2.0,0.0,0.0,0.0
20020917X04141,Accident,SEA82DA141,1982-08-12,"Olympia, Wa",United States,Fatal,Substantial,Airplane,N8436B,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,12-08-1983,Washington,1982,Uninjured,Olympia,0.0,0.0,0.0,2.0
20020917X03993,Accident,NYC82DA194,1982-08-12,"Marlboro, Ma",United States,Fatal,Substantial,Airplane,N5451H,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,12-08-1983,Massachusetts,1982,Uninjured,Marlboro,0.0,0.0,0.0,1.0
20020917X03440,Accident,FTW82DRG40,1982-08-12,"Corpus Christi, Tx",United States,Fatal,Substantial,Airplane,N37M,Beech,E18S,No,2.0,Reciprocating,Part 91: General Aviation,Executive/corporate,VMC,Landing,12-08-1983,Texas,1982,Uninjured,Corpus Christi,0.0,0.0,0.0,2.0
20020917X03402,Accident,FTW82DA328,1982-08-12,"Devalls Bluff, Ar",United States,Fatal,Substantial,Airplane,N2601S,Piper,Pa-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,12-08-1983,Arkansas,1982,Uninjured,Devalls Bluff,0.0,0.0,0.0,1.0
20020917X03400,Accident,FTW82DA326,1982-08-12,"Gladewater, Tx",United States,Fatal,Substantial,Airplane,N86435,Cessna,337D,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,12-08-1983,Texas,1982,Uninjured,Gladewater,0.0,0.0,0.0,1.0
20020917X03032,Accident,CHI82DA309,1982-08-12,"Boyceville, Wi",United States,Fatal,Substantial,Airplane,N25325,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,12-08-1983,Wisconsin,1982,Uninjured,Boyceville,0.0,0.0,0.0,1.0
20020917X03029,Accident,CHI82DA305,1982-08-12,"Frankfort, Il",United States,Fatal,Substantial,Airplane,N8487N,Beech,E-33,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,12-08-1983,Illinois,1982,Uninjured,Frankfort,0.0,0.0,0.0,2.0
20020917X02808,Accident,ATL82DA235,1982-08-12,"Birmingham, Al",United States,Fatal,Substantial,Airplane,N7239R,Beech,58,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,12-08-1983,Alabama,1982,Uninjured,Birmingham,0.0,0.0,0.0,5.0
20020917X02662,Accident,ANC82DA071,1982-08-12,"Polly Creek, Ak",United States,Fatal,Substantial,Airplane,N2701M,Piper,Pa-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,12-08-1983,Alaska,1982,Uninjured,Polly Creek,0.0,0.0,0.0,3.0
20020917X04048,Accident,NYC82FHD18,1982-08-13,"Lakewood, Nj",United States,Fatal,Destroyed,Airplane,N380MA,Beech,E18S,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Cruise,13-08-1983,New Jersey,1982,Serious,Lakewood,0.0,1.0,1.0,0.0
20020917X04044,Accident,NYC82FGT17,1982-08-13,"Lancaster, Pa",United States,Fatal,Destroyed,Airplane,N2454F,Piper,Pa-38,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,13-08-1983,Pennsylvania,1982,Serious,Lancaster,0.0,1.0,0.0,0.0
20020917X03691,Accident,LAX82FA297A,1982-08-13,"Lompoc, Ca",United States,Fatal,Destroyed,Airplane,N733HV,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,13-08-1983,California,1982,Fatal,Lompoc,2.0,0.0,1.0,0.0
20020917X03212,Accident,DEN82FTA11,1982-08-13,"Hardin, Mi",United States,Fatal,Destroyed,Airplane,N83620,Piper,Pa-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,13-08-1983,Michigan,1982,Fatal,Hardin,2.0,0.0,0.0,0.0
20020917X02715,Incident,ANC82IA074,1982-08-13,"Near Anvik, Ak",United States,Incident,Minor,Airplane,N1717U,Cessna,207,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Cruise,13-08-1983,Alaska,1982,Uninjured,Near Anvik,0.0,0.0,0.0,1.0
20020917X03995,Accident,NYC82DA196,1982-08-13,"Wilkes Barre, Pa",United States,Fatal,Substantial,Airplane,N2962Q,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,13-08-1983,Pennsylvania,1982,Uninjured,Wilkes Barre,0.0,0.0,0.0,1.0
20020917X03698,Accident,LAX82FUD04,1982-08-13,"Hawthorne, Ca",United States,Fatal,Substantial,Airplane,N9342C,Piper,Pa-28R-201,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,13-08-1983,California,1982,Uninjured,Hawthorne,0.0,0.0,0.0,1.0
20020917X03691,Accident,LAX82FA297B,1982-08-13,"Lompoc, Ca",United States,Fatal,Substantial,Airplane,N4603L,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,13-08-1983,California,1982,Fatal,Lompoc,2.0,0.0,1.0,0.0
20020917X03406,Accident,FTW82DA333,1982-08-13,"Springlake, Tx",United States,Fatal,Substantial,Airplane,N8239U,Cessna,172F,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,13-08-1983,Texas,1982,Uninjured,Springlake,0.0,0.0,0.0,1.0
20020917X03404,Accident,FTW82DA330,1982-08-13,"Dimmitt, Tx",United States,Fatal,Substantial,Airplane,N8826H,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,13-08-1983,Texas,1982,Uninjured,Dimmitt,0.0,0.0,0.0,1.0
20020917X03030,Accident,CHI82DA306,1982-08-13,"Strongville, Oh",United States,Fatal,Substantial,Airplane,N61775,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,13-08-1983,Ohio,1982,Uninjured,Strongville,0.0,0.0,0.0,1.0
20020917X03477,Accident,FTW82FQA25,1982-08-13,"Albuquerque, Nm",United States,Fatal,Substantial,Airplane,N1555Z,Beech,P35,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,13-08-1983,New Mexico,1982,Minor,Albuquerque,0.0,0.0,2.0,0.0
20020917X02888,Accident,ATL82FLQ09,1982-08-14,"Prestonburg, Ky",United States,Fatal,Destroyed,Airplane,N1410Q,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,14-08-1983,Kentucky,1982,Serious,Prestonburg,0.0,1.0,1.0,0.0
20020917X02663,Accident,ANC82DA072,1982-08-14,"Icy Bay, Ak",United States,Fatal,Destroyed,Airplane,N6954B,Piper,Pa-22,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Maneuvering,14-08-1983,Alaska,1982,Serious,Icy Bay,0.0,1.0,0.0,0.0
20020917X03610,Accident,LAX82DA303,1982-08-14,"Pine Springs, Az",United States,Fatal,Substantial,Airplane,N5357J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,14-08-1983,Arizona,1982,Minor,Pine Springs,0.0,0.0,1.0,1.0
20020917X03605,Accident,LAX82DA298,1982-08-14,"Livermore, Ca",United States,Fatal,Substantial,Airplane,N48886,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,14-08-1983,California,1982,Uninjured,Livermore,0.0,0.0,0.0,1.0
20020917X02813,Accident,ATL82DA240,1982-08-14,"Grand Bay, Al",United States,Fatal,Substantial,Airplane,N42GC,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,14-08-1983,Alabama,1982,Minor,Grand Bay,0.0,0.0,1.0,1.0
20020917X02811,Accident,ATL82DA238,1982-08-14,"Stone Mountain, Ga",United States,Fatal,Substantial,Airplane,N4737B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,14-08-1983,Georgia,1982,Uninjured,Stone Mountain,0.0,0.0,0.0,2.0
20020917X02809,Accident,ATL82DA236,1982-08-14,"Jacksonville, Nc",United States,Fatal,Substantial,Airplane,N5301Q,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Cruise,14-08-1983,North Carolina,1982,Uninjured,Jacksonville,0.0,0.0,0.0,1.0
20020917X03031,Accident,CHI82DA307,1982-08-14,"Kankakee, Il",United States,Fatal,Substantial,Airplane,N4543F,Piper,Pa-28-151,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Landing,14-08-1983,Illinois,1982,Uninjured,Kankakee,0.0,0.0,0.0,2.0
20020917X04142,Accident,SEA82DA143,1982-08-15,"Redmond, Or",United States,Fatal,Destroyed,Airplane,N38918,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,15-08-1983,Oregon,1982,Uninjured,Redmond,0.0,0.0,0.0,1.0
20020917X04029,Accident,NYC82FA199,1982-08-15,"Trenton, Nj",United States,Fatal,Destroyed,Airplane,N18958,Beech,C24R,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,15-08-1983,New Jersey,1982,Fatal,Trenton,3.0,0.0,0.0,0.0
20020917X03181,Accident,DEN82DA162,1982-08-15,"3 Miles Sw Of D, Co",United States,Fatal,Destroyed,Airplane,N736JX,Cessna,172Xp,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,15-08-1983,Colorado,1982,Uninjured,3 Miles Sw Of D,0.0,0.0,0.0,1.0
20020917X03997,Accident,NYC82DA198,1982-08-15,"Endicott, Ny",United States,Fatal,Substantial,Airplane,N9083C,Cessna,R182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,15-08-1983,New York,1982,Uninjured,Endicott,0.0,0.0,0.0,4.0
20020917X03609,Accident,LAX82DA302,1982-08-15,"Oakland, Ca",United States,Fatal,Substantial,Airplane,N17841,Beech,58Tc,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,15-08-1983,California,1982,Uninjured,Oakland,0.0,0.0,0.0,1.0
20020917X03608,Accident,LAX82DA301,1982-08-15,"Santa Rosa, Ca",United States,Fatal,Substantial,Airplane,N25484,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,15-08-1983,California,1982,Uninjured,Santa Rosa,0.0,0.0,0.0,1.0
20020917X03419,Accident,FTW82DA348,1982-08-15,"Albuquerque, Nm",United States,Fatal,Substantial,Airplane,N5404K,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,15-08-1983,New Mexico,1982,Uninjured,Albuquerque,0.0,0.0,0.0,1.0
20020917X03405,Accident,FTW82DA332,1982-08-15,"Balmorhea, Tx",United States,Fatal,Substantial,Airplane,N9294U,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,15-08-1983,Texas,1982,Uninjured,Balmorhea,0.0,0.0,0.0,2.0
20020917X03403,Accident,FTW82DA329,1982-08-15,"Santa Fe, Nm",United States,Fatal,Substantial,Airplane,N67834,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,15-08-1983,New Mexico,1982,Uninjured,Santa Fe,0.0,0.0,0.0,1.0
20020917X03182,Accident,DEN82DA163,1982-08-15,"5Nm Colorado Sp, Co",United States,Fatal,Substantial,Airplane,N2292T,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,15-08-1983,Colorado,1982,Uninjured,5Nm Colorado Sp,0.0,0.0,0.0,2.0
20020917X02812,Accident,ATL82DA239,1982-08-15,"Huntsville, Al",United States,Fatal,Substantial,Airplane,N2514E,Piper,Pa-38,No,2.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,15-08-1983,Alabama,1982,Uninjured,Huntsville,0.0,0.0,0.0,2.0
